points
38,5
40,13
13,47
13,34
9,10
47,17
43,6
42,26
38,4
42,19
30,14
9,15
40,28
15,37
34,16
37,3
39,13
11,48
13,33
9,11
44,16
43,7
42,24
37,4
41,20
9,14
38,29
15,38
33,15
36,4
37,14
10,46
14,34
7,9
44,17
44,7
41,24
35,2
8,13
36,29
12,38
32,14
36,15
9,45
14,35
6,9
45,15
40,24
34,1
39,20
37,15
8,12
36,28
11,38
31,14
38,15
9,46
13,35
42,16
36,14
39,23
38,20
38,14
34,27
10,37
30,13
38,12
7,45
12,35
4,10
40,16
38,13
37,19
8,10
9,37
29,12
37,13
7,44
11,34
3,11
40,15
7,46
38,11
34,21
7,10
34,26
8,36
28,12
5,45
37,10
5,46
11,33
1,11
39,15
6,46
37,12
34,20
36,13
8,8
34,25
7,34
27,14
6,45
6,48
12,33
5,44
39,12
34,18
36,11
7,5
33,25
7,35
27,12
3,41
6,42
12,34
4,43
3,43
39,11
34,17
35,10
6,5
33,24
7,37
27,11
2,43
1,40
1,43
12,31
4,42
35,14
38,10
33,11
4,5
34,23
7,36
2,42
1,42
7,42
11,32
37,11
3,5
36,22
6,35
6,41
12,32
32,9
3,7
5,35
2,40
3,40
31,9
2,5
33,19
4,35
28,10
3,34
10,32
6,43
34,10
2,39
29,7
4,34
25,9
11,31
8,32
1,41
7,43
33,9
1,39
28,7
2,3
9,32
7,30
1,38
10,31
7,32
26,6
2,1
31,19
23,8
9,30
10,30
6,44
9,31
32,7
28,5
30,18
11,30
22,9
8,31
11,29
10,29
5,43
8,30
29,8
13,29
26,5
30,17
20,9
9,27
6,30
10,28
24,4
3,1
29,15
12,29
19,9
7,29
6,32
7,28
27,7
22,4
27,15
17,9
21,3
7,26
21,2
5,40
6,28
24,6
23,3
24,13
23,4
17,8
21,5
6,27
23,5
5,39
4,27
24,5
22,3
5,30
24,3
16,7
24,2
3,28
23,1
23,2
4,24
24,1
4,38
3,27
23,12
25,3
25,2
3,25
25,5
1,25
3,26
27,4
2,25
22,11
27,3
26,3
1,24
26,4
28,3
27,5
2,24
22,10
26,2
27,2
27,1
28,1
4,23
21,9
15,5
4,21
26,1
4,20
4,22
15,4
3,21
3,22
28,2
3,20
21,10
13,3
2,18
29,1
2,20
20,10
12,4
2,19
29,3
13,2
1,19
1,20
28,4
19,10
13,1
29,4
18,8
11,1
1,18
16,8
1,21
14,7
14,5
14,6
15,7
13,6
1,23
30,1
12,6
13,7
12,8
14,8
11,6
11,3
11,5
25,1
12,5
10,4
11,4
1,22
12,1
10,2
13,4
10,1
14,4
12,3
11,2
13,5
2,22
14,3
12,2
9,1
9,3
2,23
9,4
10,5
8,3
9,2
7,3
7,1
8,1
8,2
6,2
6,1
6,3
21,1
22,1
5,2
5,1
22,2
19,1
7,2
18,1
17,2
17,1
16,1
20,1
5,3
6,4
4,1
4,3
7,4
3,3
3,2
2,21
16,3
8,4
5,4
2,2
1,1
4,7
16,2
5,5
4,4
3,19
1,2
4,6
3,6
3,4
19,2
2,4
19,3
1,4
2,6
18,4
18,2
1,17
4,2
1,16
1,14
1,15
1,13
1,12
1,3
15,1
1,10
15,2
14,1
2,10
2,9
1,8
1,7
2,7
14,2
1,5
1,6
1,9
2,8
8,5
4,8
3,8
