points
3,52,60
2,42,54
2,51,67
2,64,2
3,52,58
3,43,53
1,41,54
1,50,66
1,51,66
3,51,67
1,53,58
1,43,52
1,42,53
1,49,68
3,64,1
1,47,67
1,43,51
3,50,68
2,40,52
3,6,59
1,53,60
1,54,59
1,42,54
2,49,68
2,55,59
1,43,53
1,50,67
2,62,1
4,8,58
2,54,59
2,54,58
1,54,57
1,55,60
2,44,51
1,42,52
5,8,58
2,43,51
1,44,51
1,49,66
1,49,67
1,54,55
6,10,57
1,53,57
2,54,56
2,42,52
1,41,53
1,42,51
6,8,55
2,54,55
2,52,56
6,8,56
1,52,58
1,52,59
1,52,57
1,40,52
1,51,65
1,41,50
2,51,62
5,7,59
2,52,58
1,50,62
1,41,49
2,42,50
5,7,58
1,51,57
1,43,50
3,42,50
1,51,63
1,50,56
4,42,50
2,42,47
4,7,57
2,51,58
3,51,58
3,43,44
1,40,47
3,43,47
2,42,46
1,42,46
5,7,56
1,50,58
2,42,45
1,52,60
2,62,3
4,7,56
2,49,56
1,42,45
2,64,4
3,7,58
1,50,55
2,51,57
1,41,45
1,41,46
3,44,46
2,41,47
3,7,57
1,49,54
3,48,58
1,64,3
2,6,56
1,50,53
1,47,59
1,48,54
1,40,45
1,65,2
2,49,52
3,49,52
1,49,51
2,40,45
1,40,43
2,48,51
2,5,56
1,47,52
1,45,52
3,46,53
2,45,52
1,45,51
1,39,44
2,41,46
1,39,45
2,47,52
1,41,44
1,41,43
2,65,2
3,4,56
2,47,51
2,46,52
1,47,50
2,40,40
2,39,43
4,6,55
2,46,51
1,41,41
1,42,44
1,45,60
2,41,43
2,48,60
4,4,54
1,44,50
2,48,62
2,40,42
3,3,55
2,46,50
1,45,49
2,45,49
1,39,42
3,47,61
1,46,58
1,46,49
1,40,42
4,4,55
2,46,49
1,46,48
1,44,49
2,39,40
1,46,57
2,46,57
2,45,50
1,62,2
1,47,48
2,38,43
1,40,41
2,45,58
2,40,43
1,39,41
3,3,53
2,47,50
1,37,41
2,37,42
3,2,53
1,47,49
2,47,49
1,40,39
2,47,56
2,48,50
3,39,39
1,61,1
2,3,54
3,45,49
2,37,40
1,46,50
1,46,56
1,39,40
1,45,50
1,38,39
1,60,1
2,3,53
2,41,41
1,44,56
2,38,40
2,46,48
3,36,39
1,37,40
1,46,59
2,36,40
4,45,59
3,45,60
2,44,60
2,36,37
2,35,40
1,43,57
1,45,61
1,44,58
1,48,51
2,37,38
3,35,38
3,35,36
1,34,37
3,34,39
2,43,60
3,43,61
2,35,36
5,34,38
2,42,60
2,3,52
3,33,36
6,35,38
2,42,59
5,34,37
6,33,38
5,33,37
2,41,59
1,59,1
1,3,51
1,49,50
4,31,37
3,32,37
2,40,58
5,31,36
2,39,58
1,46,51
3,32,34
1,41,57
2,47,48
4,31,34
3,30,34
2,32,33
2,33,33
2,31,34
1,2,52
1,46,47
1,32,35
2,42,57
1,42,57
1,30,33
2,32,32
1,1,53
1,32,31
1,40,57
4,32,32
1,59,2
3,31,31
3,32,31
2,40,57
3,31,32
3,31,33
1,42,49
2,42,49
4,31,33
2,41,57
2,32,34
1,40,58
4,30,32
2,31,32
2,39,57
2,1,52
1,31,30
2,30,34
3,37,59
3,30,31
1,40,56
3,30,30
2,34,30
1,39,57
1,57,3
3,3,51
1,43,47
2,33,28
2,33,29
1,34,28
1,37,56
3,2,50
2,44,46
1,33,29
3,35,31
2,37,53
2,34,31
2,32,30
2,35,28
1,56,2
3,1,49
1,42,47
2,33,27
2,35,27
1,37,57
1,36,27
1,35,57
2,1,48
3,37,24
1,34,57
1,35,56
2,44,47
2,43,47
1,35,27
2,35,56
1,34,56
3,42,46
1,35,25
1,36,28
1,36,55
3,42,45
1,36,29
2,40,44
3,38,26
4,40,44
3,35,27
2,55,2
1,2,48
1,34,55
2,41,44
1,37,27
1,36,56
1,33,54
1,37,26
2,55,1
2,34,55
1,32,54
1,33,56
2,36,27
1,1,49
1,35,26
1,36,26
1,31,55
2,34,27
2,33,56
1,40,44
3,35,25
3,33,27
2,32,54
2,33,26
2,32,56
1,34,27
4,34,55
2,56,1
2,40,41
2,38,38
3,40,40
3,35,53
1,33,28
4,33,55
4,35,55
1,32,27
1,55,3
2,1,49
1,41,40
1,32,24
2,33,55
3,33,55
3,35,54
1,36,24
1,55,2
1,3,48
1,39,39
1,37,39
1,36,23
1,35,23
2,34,25
3,33,56
2,32,25
4,34,54
1,34,23
1,35,54
1,39,38
1,33,25
1,32,25
1,35,53
1,40,37
1,32,26
1,36,54
3,53,1
2,38,39
2,31,26
2,37,37
1,31,25
3,52,2
1,36,39
3,31,26
2,36,53
1,51,2
2,4,48
2,37,39
2,37,41
1,35,37
4,36,38
1,29,26
1,36,53
1,51,1
2,29,26
1,35,52
1,36,40
2,35,53
2,5,48
1,35,41
1,34,41
1,35,39
2,36,54
2,34,51
1,31,24
2,35,52
1,3,46
1,35,42
1,36,52
1,33,24
3,35,51
3,33,52
1,1,46
2,35,42
2,34,42
1,31,23
2,29,23
2,36,42
1,30,24
2,1,44
2,33,43
1,30,43
1,34,52
1,34,54
2,32,44
1,33,44
2,32,45
1,34,53
2,32,43
1,32,46
1,32,45
1,32,47
1,29,22
1,29,25
1,30,46
2,50,3
1,32,44
1,28,23
3,33,45
1,30,25
3,28,26
3,50,2
1,31,45
3,26,27
2,26,26
2,27,25
4,28,26
4,26,25
2,49,2
1,31,44
3,28,23
4,25,23
3,26,23
3,26,25
5,26,25
1,35,51
2,48,2
5,23,24
5,25,26
2,36,49
4,27,24
1,34,50
5,24,25
4,25,25
2,24,26
3,25,26
4,24,24
1,31,43
2,24,23
2,25,25
1,35,50
1,32,43
2,33,42
2,24,24
1,34,49
1,22,25
3,34,48
1,31,42
2,25,24
1,26,24
1,33,50
3,48,2
1,25,22
1,31,50
1,32,42
1,29,40
1,26,23
4,33,50
2,33,49
2,29,42
2,26,25
2,28,42
2,24,25
2,25,23
1,32,49
2,31,49
1,33,42
1,26,25
1,25,23
1,31,51
4,48,3
1,30,42
1,24,20
1,24,22
2,27,23
1,26,22
2,1,42
1,30,41
3,24,22
2,31,52
1,28,21
2,30,49
2,26,21
1,27,21
1,31,48
1,30,50
1,25,21
2,49,3
2,24,21
1,30,52
1,28,51
2,48,3
1,24,23
2,22,22
1,23,21
1,31,49
1,2,41
1,32,48
2,22,21
1,30,48
2,47,3
1,28,41
1,23,22
3,30,48
2,46,4
2,29,40
3,29,39
3,30,38
1,24,24
2,30,48
3,30,46
2,28,40
3,23,23
2,24,22
4,29,48
1,44,4
1,1,41
3,28,39
4,28,38
3,26,39
4,23,23
1,24,21
4,28,47
2,29,47
3,28,47
1,28,36
5,29,49
1,43,5
3,27,39
2,25,39
5,30,50
4,29,50
5,26,39
6,26,20
5,28,49
1,43,4
3,27,38
2,26,36
4,27,37
6,24,19
5,26,19
6,29,49
7,25,18
4,28,48
4,27,47
6,25,18
5,27,49
1,42,5
3,26,38
3,27,36
3,26,37
7,27,17
5,27,48
6,24,17
4,26,48
3,25,37
5,25,18
5,25,48
2,25,38
2,24,36
1,26,39
4,24,18
4,23,17
5,25,49
5,26,18
4,24,47
2,24,39
5,23,17
3,24,47
1,25,35
2,23,36
3,24,17
2,23,47
4,22,18
2,23,48
2,23,37
4,24,17
6,22,16
3,23,48
1,42,4
2,23,35
2,22,35
2,24,35
6,22,14
6,21,14
1,23,48
5,23,16
2,24,48
2,21,36
5,23,14
6,21,16
2,21,49
1,23,33
1,22,33
4,20,15
2,21,47
6,20,17
1,21,47
6,19,15
5,24,14
2,22,49
3,41,4
1,22,32
2,23,14
1,21,50
4,21,15
1,23,50
2,22,48
5,23,13
5,25,13
2,22,50
3,42,5
6,24,13
3,25,14
3,23,11
3,21,50
1,21,49
4,25,13
4,25,12
4,42,5
1,23,32
2,23,31
3,25,12
3,26,11
2,23,12
4,21,49
1,22,50
3,25,11
3,26,10
4,41,4
1,23,30
1,22,29
2,24,8
3,25,10
3,20,50
3,24,9
3,19,50
2,19,49
1,24,31
2,25,10
2,19,50
5,39,5
2,21,29
2,20,28
4,25,9
4,20,49
1,23,8
3,20,48
2,19,48
3,22,9
1,17,50
3,39,4
1,22,27
1,25,10
1,17,49
4,23,8
3,38,2
1,21,26
2,23,11
2,24,11
3,22,10
1,16,47
1,21,25
3,24,10
1,18,50
3,1,41
1,21,12
4,23,11
2,16,51
1,20,26
1,22,11
3,23,9
2,38,3
3,2,41
1,21,27
2,24,7
3,23,8
1,18,49
2,23,7
3,23,6
4,37,4
3,1,39
1,20,27
3,22,5
3,21,5
2,22,8
2,15,50
2,22,26
1,22,6
2,21,4
1,36,1
3,1,38
1,21,28
4,23,4
1,15,49
2,20,5
1,21,5
4,1,39
1,22,28
1,16,49
1,17,51
5,1,38
1,20,5
1,19,7
2,17,49
2,19,4
1,15,50
1,19,4
1,16,50
4,19,28
3,18,4
1,17,2
1,22,26
1,15,48
3,33,1
1,19,27
2,19,27
2,16,2
5,20,4
1,15,47
2,14,47
1,16,4
1,14,48
1,18,27
1,14,3
1,13,44
1,18,26
1,32,1
4,1,37
1,16,26
1,15,24
1,13,2
3,15,2
2,16,1
1,13,45
1,15,46
1,16,2
1,14,47
2,1,38
1,16,25
1,17,24
1,15,1
3,17,2
1,14,45
1,15,2
3,13,47
2,14,25
4,15,1
2,2,37
1,14,24
3,15,1
2,14,1
1,11,46
1,17,25
1,15,4
1,13,48
1,14,26
1,13,3
2,13,4
1,14,2
1,31,1
2,15,24
2,13,48
3,14,22
2,13,3
1,13,49
2,14,3
1,11,47
1,16,24
1,2,36
1,13,4
1,14,49
3,11,48
1,12,47
2,12,48
2,12,46
2,15,23
2,12,45
2,32,2
1,1,36
1,17,23
2,13,1
2,10,42
2,11,45
2,15,1
2,11,46
3,30,3
1,15,23
1,13,22
2,11,1
2,10,44
1,10,46
2,29,3
3,15,20
2,11,47
2,14,22
2,10,1
2,9,44
1,8,46
2,14,23
1,11,1
2,10,45
2,28,2
1,13,23
3,9,45
1,29,1
2,15,22
1,10,1
1,10,45
1,15,22
1,9,2
1,14,22
1,15,21
1,9,44
1,8,44
2,7,1
1,9,46
2,1,35
1,13,20
2,13,22
1,9,47
2,28,1
2,7,46
1,6,1
2,10,46
3,11,45
1,8,2
1,4,1
3,10,46
1,3,1
2,8,46
1,2,1
2,9,45
3,11,47
3,1,35
1,13,21
2,13,23
2,3,2
3,10,47
2,9,46
1,26,2
2,1,37
2,15,21
2,15,20
1,14,18
2,15,19
2,8,45
1,25,1
1,14,19
3,13,18
2,12,44
2,8,44
1,9,45
2,3,1
1,5,1
1,12,19
1,8,45
2,14,20
2,7,43
2,14,19
1,2,2
1,7,45
3,13,19
3,14,16
2,2,2
1,6,44
1,7,44
1,7,42
2,14,18
2,2,36
2,12,21
2,12,19
2,7,42
2,7,44
2,5,44
3,2,35
3,10,22
2,10,20
1,1,2
1,1,1
2,5,43
1,6,42
4,4,43
3,9,20
1,3,2
1,2,3
2,3,45
2,10,22
3,8,22
5,1,46
2,1,4
1,3,43
2,4,44
4,9,20
1,3,4
1,2,44
2,10,18
2,9,20
1,1,3
1,1,44
2,9,22
2,2,44
1,10,19
1,4,3
2,1,45
4,2,43
3,2,44
1,11,20
2,3,43
1,10,17
4,3,43
2,1,36
2,10,17
1,10,18
4,3,41
4,3,42
1,8,17
1,6,16
5,2,42
5,3,40
4,2,40
4,2,42
2,7,17
1,8,16
4,1,40
4,1,41
4,1,42
1,25,2
2,2,35
1,8,18
2,2,3
3,1,42
2,8,15
2,2,42
1,6,18
3,2,1
2,3,42
1,9,16
3,1,1
1,3,41
3,4,41
2,3,41
1,1,35
1,9,17
2,2,1
3,3,3
1,1,42
4,1,2
2,1,2
1,3,39
2,2,40
4,1,1
2,1,40
1,1,39
2,3,40
2,8,18
2,1,1
3,7,18
3,3,2
1,1,34
2,7,16
2,3,37
1,1,37
1,9,15
2,5,1
4,3,1
4,3,3
3,3,36
1,10,16
1,10,14
5,4,1
3,1,2
2,8,14
3,3,35
3,3,34
1,9,14
1,3,32
3,3,32
1,2,35
3,4,32
1,8,15
2,7,14
2,4,31
1,4,30
4,4,32
2,7,15
1,1,31
1,7,13
1,5,12
3,2,2
1,2,31
1,7,12
2,4,30
2,23,2
1,6,13
2,8,12
4,3,2
3,2,29
3,4,30
3,2,30
2,3,30
2,5,13
3,3,29
3,5,14
2,3,12
2,4,13
3,3,27
4,1,30
3,4,28
3,4,14
2,3,29
4,22,1
2,4,14
1,2,13
2,3,13
1,3,31
2,1,29
2,2,29
1,5,13
1,1,30
2,3,15
1,2,16
2,1,14
2,3,32
1,3,30
1,3,12
2,2,16
1,1,29
2,2,15
1,5,30
3,22,2
3,2,15
3,1,14
1,6,29
1,5,27
1,3,29
2,22,2
3,1,13
2,3,16
5,1,13
2,20,1
3,3,14
2,3,14
2,1,3
2,4,1
3,4,13
3,3,11
2,4,12
3,2,13
3,2,12
2,1,30
3,1,11
2,1,28
2,2,28
1,18,1
1,2,29
4,1,10
4,1,8
2,2,9
4,1,9
3,1,30
5,1,9
1,18,2
5,1,7
2,2,27
3,4,9
1,17,4
2,2,8
1,3,28
2,1,8
3,1,8
2,16,4
3,1,6
1,1,4
1,1,28
3,1,7
3,2,5
2,15,2
2,1,6
1,1,27
3,2,6
1,2,26
1,3,24
3,13,3
2,2,4
1,2,24
3,2,23
1,2,23
2,2,25
1,1,22
4,12,4
1,1,23
4,9,4
3,2,24
2,8,3
2,1,25
3,1,5
3,1,4
2,8,2
4,1,4
2,3,4
4,1,3
2,1,23
1,1,21
4,2,7
1,2,21
1,8,1
2,2,24
1,3,3
2,1,19
1,2,4
1,1,5
1,1,20
4,2,19
1,2,20
2,3,24
2,3,5
2,1,5
2,1,21
1,2,22
2,1,20
5,2,1
2,1,18
3,1,19
1,3,17
1,2,17
1,4,16
3,1,3
2,4,16
1,7,2
3,1,16
1,2,14
1,1,13
1,3,14
2,1,13
1,3,15
5,1,3
4,2,3
1,1,14
5,1,2
1,4,12
1,3,13
1,1,12
2,7,2
2,3,3
1,4,2
2,2,13
1,3,19
1,3,5
3,3,13
4,1,14
1,1,18
4,1,15
1,1,17
4,2,1
1,2,12
2,2,12
2,1,12
3,3,1
4,2,2
3,1,12
2,1,10
1,2,18
6,1,1
6,2,1
1,6,4
5,2,2
1,6,2
5,1,1
7,1,1
7,1,3
2,5,2
1,1,11
1,2,11
3,7,1
2,1,11
1,1,10
2,6,2
2,1,17
2,2,11
3,5,2
2,1,9
1,1,6
2,1,15
1,1,7
3,1,15
2,1,7
2,2,6
3,2,11
1,1,19
2,2,10
1,2,5
2,3,11
3,2,9
1,2,9
1,2,8
3,1,9
1,3,9
1,2,7
1,3,8
1,4,9
1,5,9
1,3,10
1,4,8
2,2,7
2,2,5
1,2,6
1,3,6
1,1,15
1,2,15
2,2,14
1,1,8
1,1,16
1,4,7
1,3,7
3,4,15
1,3,11
2,3,9
1,2,10
2,4,5
2,4,11
3,2,4
1,1,9
3,4,7
4,3,4
3,4,1
3,5,1
4,5,2
2,6,1
2,4,2
3,4,2
3,6,2
1,5,2
4,6,1
4,4,1
6,6,1
4,6,2
5,7,1
4,7,1
5,6,1
7,7,3
6,7,1
4,8,1
7,7,1
5,6,2
3,8,1
5,2,3
4,4,2
3,6,1
2,4,3
3,5,3
1,5,3
1,5,4
2,5,3
2,5,4
4,2,4
3,2,3
6,4,2
7,5,1
6,3,2
2,5,5
2,6,4
2,7,3
7,4,1
6,3,1
5,3,1
5,5,1
2,4,4
6,2,2
7,3,1
5,3,2
6,5,1
6,4,1
3,3,4
4,5,1
1,4,5
4,4,4
6,2,3
6,1,2
8,1,1
7,1,2
7,2,1
8,1,2
7,2,2
5,4,2
5,5,2
2,6,3
1,7,3
3,7,2
1,7,1
1,9,3
1,6,3
1,4,4
5,1,5
4,1,6
5,2,4
4,3,5
3,3,5
3,4,4
4,4,3
5,1,4
8,1,3
9,1,3
8,2,3
9,2,3
10,1,2
8,3,2
8,3,3
7,4,2
9,3,4
7,3,2
6,1,3
3,6,4
4,6,4
4,6,3
1,5,6
1,7,4
1,7,5
3,6,3
1,8,5
4,2,6
5,2,5
3,4,3
4,1,5
5,4,3
